id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD00267,CLT0060,P036,Jul 21 2024,8,13331,retourné,casablanca,carte,LIV04,2024-07-27
CMD00268,CLT0387,P076,2023-08-12,4,13687,LIVRE,marrakech,virement,LIV11,Aug 14 2023
CMD00269,CLT0055,P033,2024-08-07,1,11942,DONE,OUJDA,cash,LIV04,2024-08-11
CMD00270,CLT1714,P073,Feb 10 2024,10,4387,KO,CASABLANCA,cash,LIV07,2024-02-14
CMD00271,CLT1151,P033,2024-02-29,9,7467,OK,Marrakech,cash,LIV11,01/03/2024
CMD00272,CLT1950,P087,13/04/2024,8,6677,livre,Agadir,carte,LIV27,Apr 17 2024
CMD00273,CLT1813,P068,29/06/2022,3,14416,livré,Fès,carte,,Jul 05 2022
CMD00274,CLT0880,P005,2023-07-12,2,14523,LIVRE,Tanger,carte,LIV28,2023-07-13
CMD00275,CLT0994,P021,21/10/2022,3,12999,DONE,Tanger,carte,LIV27,Oct 25 2022
CMD00276,CLT1377,P041,Dec 22 2022,6,8085,OK,OUJDA,carte,,Dec 28 2022
CMD00277,CLT1217,P042,Aug 08 2024,9,12082,livré,marrakech,carte,LIV13,12/08/2024
CMD12382,CLT1099,P060,2023-06-30,2,10662,retourné,CASABLANCA,cash,LIV07,2023-07-02
CMD00279,CLT0460,P049,Nov 04 2024,2,12450,retourné,meknès,cash,LIV15,09/11/2024
CMD00280,CLT0663,P030,2024-03-04,4,4569,KO,Tnja,cash,LIV03,Mar 11 2024
CMD00281,CLT0610,P029,2024-01-25,4,9358,livré,agadir,cash,LIV02,Jan 31 2024
CMD00282,CLT0847,P046,Oct 13 2023,5,373,annulé,Tnja,COD,LIV30,2023-10-15
CMD00283,CLT0810,P051,Oct 21 2022,7,7003,KO,TNG,cash,LIV25,26/10/2022
CMD00284,CLT1533,P007,05/03/2024,3,10425,livré,agadir,virement,LIV11,2024-03-12
CMD00285,CLT0219,P057,03/08/2022,1,536,KO,Casablanca,virement,LIV27,2022-08-05
CMD00286,CLT0772,P065,18/04/2022,6,6277,OK,Oujda,carte,LIV18,21/04/2022
CMD00287,CLT0755,P037,2022-03-26,7,6074,en_cours,Tanger,COD,LIV19,2022-03-31
CMD00288,CLT1282,P042,2022-09-07,3,5368,livré,TANGER,cash,LIV06,08/09/2022
CMD00289,CLT1028,P066,Aug 06 2022,8,12348,OK,Fes,virement,LIV06,07/08/2022
CMD00290,CLT0646,P002,26/10/2022,5,12566,livré,OUJDA,COD,,Oct 31 2022
CMD00291,CLT1694,P002,19/10/2024,3,6241,retourné,tanger,virement,LIV26,24/10/2024
CMD00292,CLT0601,P014,10/06/2023,4,10540,LIVRE,marrakech,virement,LIV12,2023-06-14
CMD00293,CLT1619,P021,Nov 19 2023,4,11014,OK,tanger,cash,LIV04,21/11/2023
CMD00294,CLT1402,P017,Apr 16 2023,1,14993,KO,Meknes,cash,LIV15,21/04/2023
CMD00295,CLT1010,P004,13/02/2023,3,1722,en_cours,OUJDA,COD,LIV15,2023-02-19
CMD00296,CLT1439,P091,15/06/2022,7,6066,OK,meknès,cash,LIV28,2022-06-19
CMD00297,CLT1140,P007,2022-09-10,7,201,en_cours,TNG,COD,,2022-09-12
CMD00298,CLT1516,P001,20/05/2022,4,7934,LIVRE,Meknes,virement,LIV27,2022-05-27
CMD00299,CLT1186,P026,01/06/2024,7,11070,KO,Meknes,virement,LIV27,Jun 06 2024
CMD00300,CLT1528,P008,2023-06-30,3,177,LIVRE,Tanger,cash,LIV17,06/07/2023
CMD00301,CLT0079,P067,10/04/2024,8,9664,livré,Rabat,cash,LIV27,2024-04-11
CMD00302,CLT0460,P059,Feb 23 2022,8,13183,DONE,casablanca,COD,LIV07,2022-02-24
CMD00303,CLT1296,P071,Jan 27 2022,3,14648,annulé,meknès,COD,LIV21,Jan 31 2022
CMD00304,CLT0739,P016,2022-05-04,8,11611,annulé,FES,cash,LIV02,2022-05-06
CMD00305,CLT1919,P071,Mar 07 2024,1,8758,OK,FES,COD,LIV03,11/03/2024
CMD00306,CLT1680,P070,11/03/2023,4,6515,DONE,agadir,carte,,14/03/2023
CMD00307,CLT0516,P071,Jun 17 2023,1,6495,en_cours,RABAT,COD,LIV11,22/06/2023
CMD00308,CLT1374,P033,26/10/2024,9,7932,KO,TANGER,virement,LIV25,Oct 30 2024
CMD00309,CLT1498,P038,2024-12-10,9,4367,DONE,meknès,cash,LIV24,12/12/2024
CMD00310,CLT1644,P032,17/06/2023,6,8577,annulé,Meknes,cash,LIV18,2023-06-20
CMD00311,CLT0234,P060,23/12/2024,2,13387,annulé,RABAT,cash,,2024-12-27
CMD00312,CLT1710,P091,2024-12-19,9,7484,DONE,OUJDA,COD,LIV21,24/12/2024
CMD00313,CLT0851,P056,01/08/2024,3,11174,livre,TANGER,virement,LIV27,06/08/2024
CMD00314,CLT1030,P011,May 05 2023,3,367,OK,Meknes,cash,LIV29,07/05/2023
CMD00315,CLT1659,P099,2024-06-08,5,13564,en_cours,OUJDA,carte,LIV09,13/06/2024
CMD00316,CLT0783,P008,May 18 2022,3,6724,en_cours,FES,cash,LIV10,24/05/2022
CMD00317,CLT0406,P048,2022-01-02,6,12271,retourné,TANGER,virement,LIV24,05/01/2022
CMD00318,CLT1288,P017,Nov 30 2023,4,12528,OK,Meknes,virement,LIV01,03/12/2023
CMD00319,CLT1223,P036,2022-12-08,4,12927,livre,Meknes,virement,LIV26,2022-12-11
CMD00320,CLT1656,P098,28/01/2023,2,14297,LIVRE,OUJDA,virement,LIV07,Feb 01 2023
CMD00321,CLT1286,P099,2022-07-20,1,14364,DONE,Rabat,carte,LIV12,Jul 23 2022
CMD00322,CLT1050,P003,Feb 23 2022,7,3185,DONE,FES,COD,LIV16,24/02/2022
CMD00323,CLT1319,P081,06/01/2023,7,7792,DONE,CASABLANCA,cash,,13/01/2023
CMD00324,CLT0400,P087,2024-04-27,9,12064,en_cours,Oujda,COD,LIV20,28/04/2024
CMD00325,CLT1041,P052,2023-10-16,2,9406,OK,Oujda,COD,LIV13,23/10/2023
CMD00326,CLT0422,P088,Oct 15 2022,4,10271,livré,marrakech,cash,LIV11,Oct 19 2022
CMD00327,CLT1777,P064,2024-07-06,10,12679,livre,OUJDA,virement,LIV25,13/07/2024
CMD00328,CLT1346,P057,2022-05-02,3,6771,KO,Fes,cash,LIV09,May 09 2022
CMD00329,CLT1278,P059,2022-02-25,5,12142,OK,CASABLANCA,virement,LIV25,2022-02-28
CMD00330,CLT0502,P056,2024-06-14,4,14053,DONE,TANGER,carte,LIV02,2024-06-21
CMD00331,CLT1632,P059,2023-03-11,7,10964,retourné,meknès,virement,LIV10,18/03/2023
CMD00332,CLT1646,P091,2023-01-20,4,11818,annulé,TNG,carte,LIV24,27/01/2023
CMD00333,CLT1681,P079,2022-05-03,10,5652,retourné,Meknes,cash,,2022-05-09
CMD00334,CLT1369,P090,05/07/2022,3,12899,OK,FES,carte,LIV30,2022-07-10
CMD00335,CLT1808,P049,2024-02-06,6,1207,livré,Casablanca,carte,LIV05,2024-02-09
CMD00336,CLT1477,P071,Dec 17 2023,8,2251,livre,TANGER,COD,LIV22,Dec 20 2023
CMD00337,CLT0514,P005,Jan 31 2023,10,9007,en_cours,tanger,cash,LIV28,2023-02-03
CMD00338,CLT0660,P016,Dec 21 2022,8,13339,retourné,Rabat,virement,LIV19,Dec 24 2022
CMD00339,CLT1674,P007,31/03/2023,2,12286,en_cours,TNG,carte,LIV12,04/04/2023
CMD00340,CLT0845,P010,Feb 28 2024,7,10999,livre,meknès,cash,LIV03,05/03/2024
CMD00341,CLT1438,P018,30/10/2022,6,639,livre,TANGER,carte,LIV12,2022-11-06
CMD00342,CLT0645,P003,13/06/2022,10,3069,DONE,Meknes,cash,LIV29,19/06/2022
CMD00343,CLT0581,P099,2023-08-29,9,6381,DONE,TNG,virement,LIV15,Sep 03 2023
CMD00344,CLT0339,P044,May 07 2024,2,7152,DONE,meknès,COD,LIV02,11/05/2024
CMD00345,CLT1203,P065,2023-02-24,6,8899,en_cours,FES,carte,LIV08,Feb 26 2023
CMD00346,CLT0831,P069,2023-01-25,5,6056,en_cours,Oujda,cash,LIV01,2023-01-30
CMD00347,CLT0115,P100,2024-08-05,2,13951,annulé,OUJDA,virement,LIV05,2024-08-08
CMD00348,CLT0014,P014,Nov 09 2023,2,5402,livré,casablanca,cash,LIV09,Nov 14 2023
CMD00349,CLT1132,P039,09/05/2024,5,8821,en_cours,Fès,cash,LIV18,May 14 2024
CMD00350,CLT0864,P056,2022-11-06,3,6730,LIVRE,RABAT,virement,LIV18,2022-11-10
CMD00351,CLT1655,P099,Apr 25 2022,6,6857,annulé,TNG,virement,LIV03,Apr 26 2022
CMD00352,CLT1247,P051,Nov 30 2022,9,5485,LIVRE,Marrakech,virement,LIV30,Dec 04 2022
CMD00353,CLT0366,P089,Jul 08 2024,2,1192,en_cours,Marrakech,virement,LIV29,09/07/2024
CMD00354,CLT0200,P072,2024-06-24,2,11601,LIVRE,casablanca,cash,LIV08,2024-06-26
CMD00355,CLT1616,P012,12/04/2022,8,3579,retourné,OUJDA,cash,LIV30,16/04/2022
CMD00356,CLT1391,P035,May 05 2023,3,6443,livré,RABAT,carte,,2023-05-10
CMD00357,CLT0282,P026,2024-04-12,5,12031,livré,Marrakech,COD,,Apr 15 2024
CMD00358,CLT0757,P038,2022-03-31,3,2097,en_cours,TANGER,virement,LIV14,Apr 05 2022
CMD00359,CLT0656,P006,2022-08-09,2,5723,livré,tanger,COD,LIV05,2022-08-12
CMD00360,CLT1007,P096,2023-09-25,10,8206,OK,tanger,carte,LIV09,2023-10-01
CMD00361,CLT1070,P089,2023-02-01,9,4505,OK,Marrakech,COD,LIV22,Feb 07 2023
CMD00362,CLT1055,P025,Jan 23 2023,7,7441,LIVRE,Rabat,virement,,2023-01-26
CMD00363,CLT1325,P056,2023-10-28,1,810,LIVRE,TANGER,virement,LIV13,29/10/2023
CMD00364,CLT1376,P078,18/05/2023,8,5466,LIVRE,meknès,cash,LIV20,May 20 2023
CMD00365,CLT0032,P070,14/05/2023,8,1133,DONE,FES,carte,,May 17 2023
CMD00366,CLT0222,P027,09/01/2022,2,14169,annulé,Agadir,virement,LIV25,2022-01-14
CMD00367,CLT0571,P067,2023-07-13,7,1322,livre,marrakech,cash,LIV28,17/07/2023
CMD00368,CLT0239,P043,Apr 23 2023,7,13355,annulé,casablanca,carte,LIV28,2023-04-30
CMD00369,CLT1176,P021,Mar 19 2023,10,9416,livré,Casablanca,COD,LIV02,Mar 20 2023
CMD00370,CLT0284,P021,21/10/2022,8,166,annulé,casablanca,carte,LIV16,Oct 28 2022
CMD00371,CLT0426,P059,Aug 19 2024,4,6257,en_cours,Casablanca,virement,,2024-08-24
CMD00372,CLT0806,P098,24/01/2022,2,9363,DONE,casablanca,carte,LIV01,30/01/2022
CMD00373,CLT1455,P058,2023-09-01,2,5876,DONE,Tnja,virement,LIV30,2023-09-05
CMD00374,CLT0702,P100,25/02/2023,1,6595,DONE,Marrakech,virement,LIV26,2023-02-27
CMD00375,CLT0962,P013,14/06/2022,8,4913,annulé,TNG,cash,LIV29,21/06/2022
CMD00376,CLT1620,P035,25/12/2024,8,10234,annulé,Meknes,COD,LIV03,31/12/2024
CMD00377,CLT1409,P027,Dec 28 2022,10,10094,LIVRE,Rabat,cash,LIV01,Jan 02 2023
CMD00378,CLT1928,P025,2022-10-09,8,5769,KO,Marrakech,cash,LIV22,15/10/2022
CMD00379,CLT1814,P087,04/04/2024,1,11913,OK,Oujda,carte,,2024-04-11
CMD00380,CLT1138,P093,Jan 25 2022,1,9683,KO,meknès,carte,LIV04,Jan 30 2022
CMD00381,CLT0707,P081,Jun 04 2023,10,5582,KO,CASABLANCA,cash,LIV02,2023-06-08
CMD00382,CLT0088,P065,02/12/2023,2,4194,annulé,Fes,carte,LIV17,07/12/2023
CMD00383,CLT1910,P068,2022-10-24,10,6001,DONE,meknès,carte,LIV09,2022-10-29
CMD00384,CLT0211,P042,May 26 2023,10,12362,en_cours,Meknes,carte,LIV30,2023-06-01
CMD00385,CLT0095,P015,14/02/2024,3,14141,annulé,CASABLANCA,carte,LIV04,2024-02-20
CMD00386,CLT0029,P025,19/07/2024,4,12105,en_cours,Fès,cash,LIV03,2024-07-20
CMD00387,CLT1959,P022,2022-07-04,7,6475,DONE,marrakech,cash,LIV11,2022-07-06
CMD00388,CLT0236,P030,06/05/2023,1,14181,retourné,Rabat,virement,LIV21,2023-05-09
CMD00389,CLT1302,P016,17/09/2022,6,12760,en_cours,RABAT,COD,LIV13,22/09/2022
CMD19720,CLT0947,P070,2022-11-15,3,5848,DONE,CASABLANCA,carte,LIV24,Nov 19 2022
CMD00391,CLT1215,P018,Nov 17 2022,9,8778,LIVRE,Fès,cash,LIV11,Nov 24 2022
CMD00392,CLT0181,P063,Sep 10 2024,9,3894,DONE,casablanca,COD,LIV07,Sep 14 2024
CMD00393,CLT1020,P012,17/12/2023,1,14999,OK,marrakech,virement,LIV29,19/12/2023
CMD00394,CLT1640,P030,2022-07-07,5,13618,DONE,Tanger,carte,LIV10,2022-07-14
CMD00395,CLT0161,P044,Dec 07 2024,8,5874,en_cours,OUJDA,virement,LIV30,2024-12-08
CMD00396,CLT1233,P033,Nov 08 2023,8,2983,annulé,TNG,carte,LIV05,Nov 11 2023
CMD00397,CLT1485,P100,29/10/2022,4,10293,en_cours,Oujda,carte,LIV21,31/10/2022
CMD00398,CLT0979,P067,25/11/2024,2,11687,retourné,Oujda,cash,LIV26,28/11/2024
CMD00399,CLT1428,P018,2024-07-04,10,3999,livre,Agadir,virement,LIV13,07/07/2024
CMD00400,CLT0007,P071,2023-07-15,4,11557,livre,tanger,cash,LIV01,18/07/2023
CMD00401,CLT0633,P048,May 06 2023,6,6697,annulé,Oujda,virement,LIV01,2023-05-07
CMD00402,CLT1677,P075,Sep 24 2024,5,11644,annulé,FES,virement,LIV03,26/09/2024
CMD00403,CLT1543,P041,May 18 2022,3,326,DONE,casablanca,COD,LIV16,May 19 2022
CMD00404,CLT0588,P010,29/04/2022,1,5629,livré,casablanca,carte,LIV15,May 05 2022
CMD00405,CLT0135,P016,15/06/2023,7,3180,DONE,agadir,carte,LIV09,Jun 18 2023
CMD00406,CLT0394,P002,Jan 02 2024,2,7156,OK,Fes,cash,LIV06,2024-01-03
CMD00407,CLT0882,P051,May 23 2023,2,9253,livré,Tanger,COD,LIV05,28/05/2023
CMD00408,CLT0374,P081,Apr 07 2023,2,14319,livre,OUJDA,cash,LIV13,13/04/2023
CMD00409,CLT1899,P005,Mar 05 2024,2,14758,KO,Tnja,cash,LIV08,Mar 07 2024
CMD00410,CLT1595,P060,2024-09-08,3,231,LIVRE,Meknes,COD,LIV09,12/09/2024
CMD00411,CLT0450,P090,26/10/2022,5,9248,DONE,TNG,cash,LIV14,30/10/2022
CMD00412,CLT1295,P068,Feb 26 2024,3,5430,OK,FES,cash,LIV16,29/02/2024
CMD00413,CLT0030,P060,17/11/2023,5,13956,DONE,marrakech,cash,LIV23,Nov 20 2023
CMD00414,CLT1655,P087,Nov 23 2024,9,12944,annulé,Oujda,COD,LIV20,Nov 28 2024
CMD00415,CLT1689,P011,Oct 09 2022,1,2333,livre,OUJDA,COD,LIV25,Oct 14 2022
CMD00416,CLT1955,P086,30/09/2023,2,4263,OK,OUJDA,COD,,Oct 02 2023
CMD00417,CLT0482,P004,2023-08-21,8,9111,livré,Tanger,COD,LIV27,23/08/2023
CMD48567,CLT0005,P040,06/12/2024,1,14675,annulé,Meknes,carte,LIV13,2024-12-12
CMD00419,CLT0695,P030,2023-04-12,8,52,OK,agadir,carte,LIV16,2023-04-15
CMD00420,CLT1071,P077,21/08/2023,4,13149,OK,TANGER,virement,LIV27,23/08/2023
CMD00421,CLT0574,P084,2023-04-30,2,7803,annulé,agadir,carte,LIV13,May 03 2023
CMD00422,CLT0650,P090,2024-03-29,1,11479,livré,TANGER,COD,,02/04/2024
CMD00423,CLT1465,P045,May 27 2022,7,7554,livre,Fès,carte,LIV21,01/06/2022
CMD00424,CLT1306,P079,Nov 23 2022,8,14494,en_cours,Agadir,COD,LIV23,2022-11-28
CMD00425,CLT0730,P096,17/12/2024,7,8146,livre,Agadir,COD,LIV09,Dec 23 2024
CMD00426,CLT1271,P083,24/01/2024,3,8782,livre,Meknes,virement,LIV25,2024-01-28
CMD00427,CLT0581,P065,2022-01-30,7,11190,livre,TNG,carte,LIV30,2022-02-03
CMD00428,CLT0214,P033,2023-10-13,6,9252,LIVRE,tanger,cash,LIV29,Oct 18 2023
CMD00429,CLT1072,P068,2023-02-23,1,6380,retourné,TANGER,COD,LIV25,Feb 24 2023
CMD00430,CLT0951,P066,09/11/2024,2,10333,annulé,TNG,virement,LIV30,2024-11-10
CMD00431,CLT1163,P036,20/03/2024,1,6552,annulé,marrakech,COD,LIV28,Mar 25 2024
CMD00432,CLT1563,P087,2023-07-20,5,8027,annulé,Fes,virement,LIV20,22/07/2023
CMD00433,CLT0203,P005,2023-07-21,7,14737,retourné,casablanca,carte,LIV17,Jul 23 2023
CMD00434,CLT1856,P063,15/04/2022,3,6131,annulé,Oujda,COD,LIV05,2022-04-17
CMD00435,CLT0154,P085,01/02/2024,5,8764,KO,marrakech,virement,LIV22,08/02/2024
CMD00436,CLT0943,P051,Aug 13 2022,5,11477,en_cours,CASABLANCA,COD,LIV05,Aug 19 2022
CMD00437,CLT0057,P087,Jul 23 2023,3,7820,KO,TANGER,cash,LIV07,Jul 29 2023
CMD00438,CLT1659,P097,Jul 31 2023,5,3246,annulé,Fès,carte,LIV17,07/08/2023
CMD00439,CLT1243,P008,Jun 30 2022,9,12018,retourné,TANGER,COD,LIV21,03/07/2022
CMD00440,CLT1758,P061,2022-06-07,7,14670,KO,tanger,carte,LIV30,10/06/2022
CMD00441,CLT1526,P023,19/08/2023,8,3993,livre,Marrakech,carte,LIV22,Aug 23 2023
CMD00442,CLT0845,P038,Jan 25 2023,8,9198,KO,Oujda,cash,LIV02,Jan 31 2023
CMD00443,CLT0295,P036,2023-01-18,6,12767,DONE,Fès,virement,LIV04,Jan 21 2023
CMD06276,CLT1860,P100,2022-07-11,4,4131,retourné,OUJDA,cash,LIV14,2022-07-15
CMD26842,CLT0352,P037,31/08/2024,9,10658,OK,FES,cash,LIV10,06/09/2024
CMD00446,CLT0499,P036,2024-02-13,5,5941,KO,Rabat,virement,LIV18,2024-02-14
CMD00447,CLT0922,P084,Sep 07 2022,8,8668,DONE,Rabat,virement,LIV12,13/09/2022
CMD00448,CLT1289,P061,Aug 06 2023,9,14995,livre,CASABLANCA,cash,LIV25,10/08/2023
CMD00449,CLT0546,P061,31/07/2022,8,3430,livré,marrakech,cash,LIV08,Aug 05 2022
CMD00450,CLT0096,P068,2022-05-10,8,755,livré,meknès,COD,LIV02,May 16 2022
CMD00451,CLT1187,P061,03/02/2023,6,13577,DONE,Marrakech,carte,LIV04,Feb 06 2023
CMD00452,CLT1587,P097,2023-12-03,6,11783,LIVRE,Fes,carte,LIV24,2023-12-10
CMD00453,CLT1590,P098,Sep 06 2023,1,157,DONE,Tanger,carte,LIV24,07/09/2023
CMD00454,CLT0130,P019,20/06/2024,6,9699,DONE,Casablanca,COD,LIV09,21/06/2024
CMD00455,CLT1120,P094,22/02/2023,3,3427,en_cours,Fes,cash,LIV19,2023-02-25
CMD00456,CLT0169,P075,25/11/2022,8,3368,annulé,Tanger,COD,LIV21,2022-11-28
CMD00457,CLT0335,P095,2023-06-26,2,662,en_cours,FES,carte,,30/06/2023
CMD00458,CLT0323,P058,Apr 05 2024,2,1989,en_cours,Agadir,cash,LIV23,2024-04-10
CMD00459,CLT1893,P034,2023-05-08,10,2051,livré,CASABLANCA,carte,LIV15,2023-05-10
CMD00460,CLT1840,P037,17/06/2022,2,5646,livré,tanger,COD,LIV30,2022-06-19
CMD00461,CLT0030,P017,May 21 2024,7,12002,LIVRE,Marrakech,carte,LIV15,2024-05-27
CMD00462,CLT0751,P026,2023-08-24,1,4741,annulé,Oujda,carte,LIV26,2023-08-28
CMD00463,CLT1419,P040,May 11 2023,10,9309,livre,Tnja,COD,LIV11,17/05/2023
CMD00464,CLT1334,P038,2022-02-14,7,11656,en_cours,Agadir,COD,LIV26,19/02/2022
CMD00465,CLT1251,P006,2024-07-09,7,12602,retourné,RABAT,cash,LIV05,2024-07-16
CMD00466,CLT1323,P084,2024-08-13,4,10880,KO,TNG,carte,LIV27,Aug 15 2024
CMD00467,CLT0058,P036,2023-07-11,10,10494,DONE,RABAT,COD,,Jul 14 2023
CMD00468,CLT0775,P027,16/07/2024,1,13105,livré,Tanger,COD,LIV09,Jul 20 2024
CMD00469,CLT0236,P064,07/11/2024,6,9880,annulé,Rabat,cash,,2024-11-09
CMD00470,CLT0046,P044,Dec 02 2023,7,8979,livre,meknès,cash,LIV22,Dec 09 2023
CMD00471,CLT1986,P099,2023-09-29,3,7006,annulé,tanger,virement,LIV06,06/10/2023
CMD00472,CLT1670,P080,27/06/2023,3,9728,KO,FES,COD,,2023-06-29
CMD00473,CLT1966,P084,Jul 07 2023,1,5992,annulé,marrakech,carte,LIV21,14/07/2023
CMD00474,CLT1828,P030,2023-08-05,6,13394,LIVRE,meknès,carte,LIV21,10/08/2023
CMD00475,CLT1113,P082,2023-06-22,3,14272,KO,casablanca,cash,LIV27,23/06/2023
CMD00476,CLT1904,P051,13/05/2024,1,1044,en_cours,Fes,COD,LIV27,2024-05-16
CMD00477,CLT0462,P028,03/12/2024,5,13865,DONE,marrakech,COD,LIV26,Dec 06 2024
CMD00478,CLT0510,P100,25/10/2022,3,119,retourné,FES,cash,LIV17,Oct 28 2022
CMD00479,CLT0959,P009,2023-08-21,6,4743,OK,Tnja,virement,LIV24,Aug 22 2023
CMD00480,CLT0647,P025,Apr 21 2023,7,2930,livre,FES,carte,LIV29,23/04/2023
CMD00481,CLT0345,P015,2023-01-23,1,11078,en_cours,Fès,virement,LIV17,30/01/2023
CMD00482,CLT1462,P063,22/05/2022,7,7750,OK,Tanger,virement,LIV15,26/05/2022
CMD00483,CLT0490,P085,2024-02-21,6,5010,retourné,Fes,COD,LIV22,Feb 26 2024
CMD00484,CLT1875,P037,2023-02-23,10,10433,KO,Meknes,carte,LIV18,Mar 01 2023
CMD00485,CLT1459,P030,30/10/2023,9,12808,KO,Agadir,virement,LIV18,05/11/2023
CMD00486,CLT0155,P030,Jun 01 2023,10,8716,annulé,Tnja,virement,LIV10,05/06/2023
CMD00487,CLT1536,P060,2024-06-03,9,5456,livré,Meknes,carte,,05/06/2024
CMD00488,CLT0897,P064,Jul 23 2024,1,6067,livré,Fès,carte,,2024-07-30
CMD00489,CLT1512,P067,25/08/2022,8,6196,en_cours,RABAT,virement,LIV29,26/08/2022
CMD00490,CLT0679,P016,Aug 10 2023,5,5084,retourné,Tnja,COD,LIV06,Aug 13 2023
CMD00491,CLT0337,P027,30/06/2024,2,9146,annulé,TANGER,carte,LIV20,2024-07-05
CMD00492,CLT0943,P046,Oct 08 2024,8,12803,retourné,TNG,virement,,2024-10-15
CMD00493,CLT0418,P070,2023-03-31,6,2790,annulé,tanger,virement,LIV29,2023-04-02
CMD00494,CLT1477,P003,Oct 22 2023,9,3577,livre,Agadir,cash,LIV13,2023-10-27
CMD00495,CLT1319,P054,Sep 08 2022,3,1332,annulé,RABAT,carte,LIV05,12/09/2022
CMD00496,CLT0575,P046,2022-06-30,6,13591,retourné,Casablanca,carte,LIV18,Jul 03 2022
CMD00497,CLT1978,P059,2023-03-14,10,915,OK,Casablanca,COD,LIV10,2023-03-19
CMD00498,CLT0022,P041,Jun 09 2022,10,11795,annulé,agadir,virement,LIV04,Jun 15 2022
CMD00499,CLT1011,P015,2022-10-01,9,102,en_cours,Tnja,cash,LIV19,06/10/2022
CMD00500,CLT0827,P051,Jan 10 2024,6,10332,retourné,Fès,cash,LIV03,2024-01-13
CMD00501,CLT1028,P023,Jul 26 2024,5,2521,KO,TANGER,cash,LIV14,Jul 30 2024
CMD00502,CLT0538,P081,2024-07-10,10,1271,livré,tanger,COD,LIV17,12/07/2024
CMD00503,CLT1630,P025,2022-05-11,10,0,livre,TANGER,cash,,15/05/2022
CMD00504,CLT0901,P028,09/08/2023,1,6266,OK,Rabat,COD,LIV18,2023-08-13
CMD00505,CLT1507,P035,07/01/2024,8,11713,KO,agadir,carte,LIV03,Jan 12 2024
CMD00506,CLT0091,P091,2024-01-30,6,2415,annulé,TNG,cash,LIV07,Feb 03 2024
CMD00507,CLT0563,P061,2022-10-13,8,14179,OK,CASABLANCA,COD,LIV16,17/10/2022
CMD00508,CLT1055,P050,Dec 18 2022,8,11368,en_cours,marrakech,virement,LIV24,Dec 19 2022
CMD00509,CLT0718,P010,Mar 08 2023,5,8207,retourné,agadir,carte,LIV04,12/03/2023
CMD00510,CLT1708,P006,21/11/2022,7,9710,livre,Meknes,virement,LIV29,Nov 28 2022
CMD00511,CLT0455,P007,2022-01-13,7,13196,LIVRE,Meknes,cash,LIV24,2022-01-16
CMD00512,CLT0731,P083,14/04/2024,6,4473,en_cours,meknès,virement,LIV03,2024-04-15
CMD00513,CLT1638,P007,2022-12-05,3,3435,LIVRE,Tnja,cash,,11/12/2022
CMD00514,CLT0940,P030,2023-03-21,3,3847,en_cours,Tnja,cash,LIV05,2023-03-23
CMD00515,CLT1137,P069,09/11/2022,5,2245,KO,meknès,COD,LIV14,14/11/2022
CMD00516,CLT0721,P057,16/12/2022,6,5103,LIVRE,Casablanca,COD,LIV23,Dec 20 2022
CMD00517,CLT1005,P026,18/05/2023,1,297,en_cours,casablanca,cash,LIV17,2023-05-19
CMD00518,CLT1994,P075,2023-11-27,5,11777,livre,Fes,carte,LIV21,04/12/2023
CMD00519,CLT0890,P048,2024-08-03,8,14211,KO,Fes,virement,LIV03,2024-08-09
CMD00520,CLT1976,P037,14/05/2022,7,10983,KO,TNG,COD,LIV25,2022-05-17
CMD00521,CLT0302,P097,Sep 19 2022,2,3830,en_cours,TANGER,COD,LIV30,Sep 22 2022
CMD00522,CLT0489,P018,02/08/2022,6,1472,OK,Tanger,carte,LIV01,2022-08-07
CMD00523,CLT1395,P003,27/02/2022,3,10192,retourné,RABAT,virement,LIV01,Mar 05 2022
CMD00524,CLT0192,P084,2022-01-29,1,598,KO,agadir,carte,LIV27,30/01/2022
CMD00525,CLT0075,P070,09/08/2024,6,5456,KO,Rabat,cash,LIV07,15/08/2024
CMD00526,CLT0087,P073,2024-12-09,5,4249,annulé,tanger,carte,LIV23,12/12/2024
CMD00527,CLT1657,P051,07/10/2022,3,80,annulé,Agadir,cash,LIV25,Oct 14 2022
CMD00528,CLT0656,P029,2022-04-01,7,10121,annulé,Meknes,COD,LIV26,Apr 07 2022
CMD00529,CLT1934,P093,13/03/2023,10,4650,OK,FES,virement,LIV17,Mar 19 2023
CMD00530,CLT1970,P055,Aug 29 2022,3,3447,en_cours,agadir,cash,LIV13,01/09/2022
CMD00531,CLT0949,P003,Feb 08 2023,4,7255,LIVRE,TANGER,carte,LIV02,Feb 13 2023
CMD00532,CLT1182,P029,2022-12-06,10,1843,DONE,agadir,virement,,Dec 11 2022
CMD00533,CLT1944,P055,2023-04-25,9,10274,DONE,marrakech,virement,LIV24,May 02 2023
CMD00534,CLT0308,P082,2023-02-16,10,14466,KO,Casablanca,carte,LIV16,22/02/2023
CMD00535,CLT0111,P082,2022-01-24,3,1102,KO,Oujda,cash,LIV28,Jan 28 2022
CMD00536,CLT1494,P020,2022-11-14,7,8633,LIVRE,Tanger,cash,,18/11/2022
CMD00537,CLT1994,P041,Nov 30 2022,7,11717,LIVRE,casablanca,cash,LIV30,2022-12-03
